264.42886,-27.81932
268.34908,-29.82931
274.70200,-32.79870
267.60123,-29.42186
263.89753,-27.40138
272.12800,-31.60990
250.97409,-18.95330
267.54154,-29.31816
262.34732,-26.43455
268.83557,-29.96004
268.44009,-29.72954
271.18369,-31.04671
264.91371,-27.78942
271.26123,-30.97150
255.38988,-21.82577
260.09152,-24.86451
269.43069,-30.04164
268.60571,-29.60244
269.58057,-30.01092
265.60461,-27.92665
264.88007,-27.46299
269.81494,-30.04643
268.35434,-29.28576
268.49000,-29.33770
269.10132,-29.63511
267.79794,-28.94060
268.15021,-29.11100
269.53986,-29.73891
270.58017,-30.24038
262.35812,-25.81851
263.72797,-26.59914
267.69483,-28.74311
274.40497,-31.94635
265.63500,-27.55440
267.59651,-28.55288
268.45715,-28.98646
274.65601,-31.91262
265.84733,-27.56811
271.77560,-30.57138
267.85300,-28.59460
269.01151,-29.18784
265.11417,-27.01722
273.55908,-31.18586
268.71692,-28.81537
265.05341,-26.73927
268.39700,-28.48080
270.15665,-29.36395
268.44667,-28.45500
268.27747,-28.30310
262.15674,-24.85183
270.61000,-29.41820
268.03638,-28.03808
263.84217,-25.71307
274.05112,-30.86882
265.82062,-26.73821
268.64526,-28.21196
267.19245,-27.42690
273.31600,-30.43360
262.00732,-24.42306
271.81063,-29.69012
266.15500,-26.79040
271.97449,-29.74285
269.00996,-28.23671
271.27300,-29.33760
265.35200,-26.06480
273.77722,-30.25914
271.78015,-29.21843
269.83051,-28.23001
264.46292,-25.34572
265.98836,-26.19820
270.42755,-28.42886
267.18800,-26.72350
274.08057,-30.12666
270.24900,-28.27190
277.29854,-31.49978
265.62500,-25.75752
275.64400,-30.72490
271.12000,-28.62730
262.33517,-23.75951
271.02264,-28.46414
271.52389,-28.67500
269.63007,-27.61816
262.67166,-23.75011
260.32373,-22.30981
271.35751,-28.36783
263.99362,-24.42476
329.89667,-39.38556
272.77094,-28.98315
266.41571,-25.66668
266.36800,-25.63680
270.29200,-27.64061
272.02404,-28.43633
261.97375,-22.95524
270.71442,-27.68354
264.33400,-24.05820
265.47000,-24.70233
265.03094,-24.42849
272.62836,-28.32303
274.42258,-29.13877
275.78705,-29.72366
272.89621,-28.37695
272.96863,-28.17841
270.82669,-27.10628
265.48856,-24.18768
270.79935,-26.97506
263.88000,-23.19656
261.18951,-21.55979
273.14331,-27.96962
263.61172,-22.88881
272.87192,-27.77102
273.09903,-27.87052
270.91379,-26.72603
271.70838,-27.10542
267.11850,-24.68998
283.90770,-32.26348
279.85739,-30.67686
274.42624,-28.28772
271.67026,-26.91554
272.55103,-27.27639
273.10480,-27.48693
272.00546,-26.90042
271.48920,-26.49486
263.40652,-21.77355
281.06082,-30.32688
274.04752,-27.24929
267.25201,-23.71516
293.02792,-34.21595
264.62628,-22.14413
274.07229,-27.07628
265.07471,-22.32157
273.09572,-26.54844
266.40300,-23.04040
272.30765,-26.04133
278.12846,-28.72222
267.46368,-23.46230
288.59723,-32.57132
264.09430,-21.52006
271.35573,-25.22656
273.41901,-26.14409
271.97464,-25.40075
267.03195,-22.77987
274.22500,-26.38920
274.85483,-26.58887
273.18600,-25.73880
275.72577,-26.82139
264.98100,-21.23650
273.31677,-25.50138
267.15579,-22.28022
316.47314,-37.14452
273.58100,-25.34710
268.98300,-22.98361
266.89136,-21.78975
265.86978,-21.16425
274.55566,-25.63581
